step,mode,top_k,seed,diagnostic_loss,expert_output_similarity,lora_update_similarity,gradient_similarity,output_valid_values,update_valid_pairs,gradient_valid_pairs
40,riemannian,8,0,1.260572910308838,0.6458151936531067,0.5343571901321411,-0.05185098946094513,7168,28,28
60,riemannian,8,0,1.1781991720199585,0.7196118235588074,0.6414307355880737,-0.06148327514529228,7168,28,28
80,riemannian,8,0,1.1223185062408447,0.7482271790504456,0.6825597286224365,-0.07323183864355087,7168,28,28
100,riemannian,8,0,1.0747233629226685,0.7480877637863159,0.687569797039032,-0.08449944853782654,7168,28,28
120,riemannian,8,0,1.0414366722106934,0.7461197376251221,0.6930391192436218,-0.08476842194795609,7168,28,28
140,riemannian,8,0,1.0156646966934204,0.7357456088066101,0.6902998685836792,-0.07875929772853851,7168,28,28
160,riemannian,8,0,0.9956740736961365,0.7210043668746948,0.6810939908027649,-0.07359687238931656,7168,28,28
180,riemannian,8,0,0.9790321588516235,0.7078743577003479,0.6727026104927063,-0.07326705753803253,7168,28,28
200,riemannian,8,0,0.9651753902435303,0.6931954622268677,0.663106381893158,-0.07302023470401764,7168,28,28
220,riemannian,8,0,0.952799379825592,0.6784424185752869,0.6531785130500793,-0.06646453589200974,7168,28,28
240,riemannian,8,0,0.9404994249343872,0.6625688076019287,0.6413736343383789,-0.06318093091249466,7168,28,28
260,riemannian,8,0,0.9299101829528809,0.6483707427978516,0.6305193305015564,-0.056066036224365234,7168,28,28
280,riemannian,8,0,0.9207106828689575,0.6311414241790771,0.6173117160797119,-0.05608630180358887,7168,28,28
300,riemannian,8,0,0.9123799800872803,0.6154299974441528,0.604827344417572,-0.054729148745536804,7168,28,28
0,moe-riemannian,8,0,1.3910822868347168,nan,nan,-0.05620279908180237,0,0,28
20,moe-riemannian,8,0,1.2011704444885254,0.6840535402297974,0.5914936065673828,-0.061883121728897095,7168,28,28
40,moe-riemannian,8,0,1.0629032850265503,0.7453905344009399,0.6968066692352295,-0.08265010267496109,7168,28,28
60,moe-riemannian,8,0,1.0076950788497925,0.7272463440895081,0.6897953748703003,-0.06784356385469437,7168,28,28
80,moe-riemannian,8,0,0.974062442779541,0.7020288705825806,0.6717666983604431,-0.060740597546100616,7168,28,28
100,moe-riemannian,8,0,0.9486762285232544,0.6687464118003845,0.6429547071456909,-0.04977471008896828,7168,28,28
120,moe-riemannian,8,0,0.9380208253860474,0.6515550017356873,0.6313993334770203,-0.03124813735485077,7168,28,28
140,moe-riemannian,8,0,0.9240254759788513,0.627811849117279,0.6146156787872314,-0.03728745877742767,7168,28,28
160,moe-riemannian,8,0,0.9153335690498352,0.606917679309845,0.5958468914031982,-0.027987491339445114,7168,28,28
180,moe-riemannian,8,0,0.9088830947875977,0.5952911376953125,0.5874435305595398,-0.036325808614492416,7168,28,28
200,moe-riemannian,8,0,0.9033567905426025,0.5809043049812317,0.5780128240585327,-0.036782991141080856,7168,28,28
220,moe-riemannian,8,0,0.8993162512779236,0.5696626901626587,0.5700097680091858,-0.02010311558842659,7168,28,28
240,moe-riemannian,8,0,0.8924200534820557,0.5562013983726501,0.5574944615364075,-0.016066601499915123,7168,28,28
260,moe-riemannian,8,0,0.8843337297439575,0.5426205396652222,0.5465934872627258,-0.020189879462122917,7168,28,28
280,moe-riemannian,8,0,0.8805176615715027,0.527405858039856,0.5355765223503113,-0.02251959592103958,7168,28,28
300,moe-riemannian,8,0,0.8752259612083435,0.5131654143333435,0.52360999584198,-0.013011004775762558,7168,28,28
0,riemannian,4,1,0.9297115802764893,nan,nan,-0.027972403913736343,0,0,28
20,riemannian,4,1,0.9093421697616577,0.19044426083564758,0.13274899125099182,-0.02848069742321968,7168,28,28
40,riemannian,4,1,0.8648536801338196,0.2858043611049652,0.2309582531452179,-0.025082146748900414,7168,28,28
60,riemannian,4,1,0.8089191317558289,0.3430468738079071,0.2984656095504761,-0.016633404418826103,7168,28,28
80,riemannian,4,1,0.7617152333259583,0.356697142124176,0.323953777551651,-0.016274454072117805,7168,28,28
100,riemannian,4,1,0.7149130702018738,0.36954233050346375,0.34171250462532043,-0.015626084059476852,7168,28,28
120,riemannian,4,1,0.6816346645355225,0.371395468711853,0.345302939414978,-0.007223781198263168,7168,28,28
140,riemannian,4,1,0.6576061248779297,0.36709901690483093,0.34435051679611206,-0.008605018258094788,7168,28,28
160,riemannian,4,1,0.6420965194702148,0.36240851879119873,0.34366169571876526,-0.0031979596242308617,7168,28,28
180,riemannian,4,1,0.627896785736084,0.35147416591644287,0.3377697169780731,-0.0006587814423255622,7168,28,28
200,riemannian,4,1,0.6157515048980713,0.3417326509952545,0.33032798767089844,-0.0031529527623206377,7168,28,28
220,riemannian,4,1,0.6073610782623291,0.33194249868392944,0.32385534048080444,-0.005021144635975361,7168,28,28
240,riemannian,4,1,0.5967650413513184,0.3177623152732849,0.3148047924041748,-0.0066727083176374435,7168,28,28
260,riemannian,4,1,0.5896018743515015,0.3068877160549164,0.3072957396507263,-0.00728765781968832,7168,28,28
280,riemannian,4,1,0.581918478012085,0.2961818277835846,0.2997387945652008,0.001154482364654541,7168,28,28
300,riemannian,4,1,0.5743030905723572,0.28283989429473877,0.2893858850002289,0.011448247358202934,7168,28,28
0,moe-riemannian,4,1,0.9297115802764893,nan,nan,-0.027874555438756943,0,0,28
20,moe-riemannian,4,1,0.8688984513282776,0.275388240814209,0.22154219448566437,-0.022608179599046707,7168,28,28
40,moe-riemannian,4,1,0.7662184834480286,0.3781123757362366,0.3373546302318573,-0.007521946914494038,7168,28,28
60,moe-riemannian,4,1,0.6972500681877136,0.39726394414901733,0.3683525621891022,-0.021301474422216415,7168,28,28
80,moe-riemannian,4,1,0.6557524800300598,0.37363186478614807,0.3592455983161926,-0.03680836781859398,7168,28,28
100,moe-riemannian,4,1,0.6239229440689087,0.36359626054763794,0.35504308342933655,-0.03971470519900322,7168,28,28
120,moe-riemannian,4,1,0.6035411357879639,0.34351739287376404,0.33845674991607666,-0.03200365975499153,7168,28,28
140,moe-riemannian,4,1,0.590144157409668,0.3199579417705536,0.32119980454444885,-0.029102478176355362,7168,28,28
160,moe-riemannian,4,1,0.5839707255363464,0.30022192001342773,0.30799227952957153,-0.017926644533872604,7168,28,28
180,moe-riemannian,4,1,0.5737549066543579,0.2791874408721924,0.2926533818244934,-0.017378054559230804,7168,28,28
200,moe-riemannian,4,1,0.5610795021057129,0.26425617933273315,0.2793065309524536,-0.026472559198737144,7168,28,28
220,moe-riemannian,4,1,0.5513879060745239,0.2493021935224533,0.2668331563472748,-0.039388369768857956,7168,28,28
240,moe-riemannian,4,1,0.542314887046814,0.2315753996372223,0.25431257486343384,-0.039986755698919296,7168,28,28
260,moe-riemannian,4,1,0.5372707843780518,0.2210995852947235,0.24552062153816223,-0.0275250431150198,7168,28,28
280,moe-riemannian,4,1,0.5272209644317627,0.20876799523830414,0.23509760200977325,-0.020658768713474274,7168,28,28
300,moe-riemannian,4,1,0.5203136801719666,0.19624163210391998,0.22405149042606354,-0.005667875055223703,7168,28,28
0,riemannian,8,1,0.9297115802764893,nan,nan,-0.048916153609752655,0,0,28
20,riemannian,8,1,0.9152689576148987,0.24259860813617706,0.16234394907951355,-0.050780825316905975,7168,28,28
40,riemannian,8,1,0.8867756128311157,0.3546920418739319,0.26973557472229004,-0.05327734723687172,7168,28,28
60,riemannian,8,1,0.8492682576179504,0.44178256392478943,0.3692152202129364,-0.047904547303915024,7168,28,28
80,riemannian,8,1,0.8155688643455505,0.4854818880558014,0.4270693361759186,-0.04152292758226395,7168,28,28
100,riemannian,8,1,0.7821439504623413,0.5180318355560303,0.4726618528366089,-0.03284646198153496,7168,28,28
120,riemannian,8,1,0.7554712295532227,0.5377235412597656,0.49687138199806213,-0.026312094181776047,7168,28,28
140,riemannian,8,1,0.7363064289093018,0.5462995767593384,0.5121967196464539,-0.01856042817234993,7168,28,28
160,riemannian,8,1,0.721465528011322,0.5527219772338867,0.5242701768875122,-0.010200262069702148,7168,28,28
180,riemannian,8,1,0.7100352048873901,0.5508978366851807,0.5278139710426331,-0.006176472175866365,7168,28,28
200,riemannian,8,1,0.6994754076004028,0.5504316687583923,0.5299179553985596,-0.006742658093571663,7168,28,28
220,riemannian,8,1,0.6912930011749268,0.5501755475997925,0.5325416326522827,-0.010731997899711132,7168,28,28
240,riemannian,8,1,0.6844297647476196,0.5450282096862793,0.5310842394828796,-0.014768026769161224,7168,28,28
260,riemannian,8,1,0.6796133518218994,0.5415780544281006,0.5308818817138672,-0.022969014942646027,7168,28,28
280,riemannian,8,1,0.6745607852935791,0.5355867743492126,0.526303231716156,-0.02680838853120804,7168,28,28
300,riemannian,8,1,0.6695801019668579,0.527538537979126,0.5193769335746765,-0.030455222353339195,7168,28,28
0,moe-riemannian,8,1,0.9297115802764893,nan,nan,-0.05049270763993263,0,0,28
20,moe-riemannian,8,1,0.8595479726791382,0.41625458002090454,0.3346587121486664,-0.05482417717576027,7168,28,28
40,moe-riemannian,8,1,0.766834020614624,0.5461485981941223,0.4941118359565735,-0.033368904143571854,7168,28,28
60,moe-riemannian,8,1,0.7204582691192627,0.5656152963638306,0.5360020995140076,-0.029550421983003616,7168,28,28
80,moe-riemannian,8,1,0.6964118480682373,0.5530360341072083,0.5389650464057922,-0.025657035410404205,7168,28,28
100,moe-riemannian,8,1,0.6778074502944946,0.5498978495597839,0.5421727895736694,-0.020023614168167114,7168,28,28
120,moe-riemannian,8,1,0.6664789915084839,0.5408037900924683,0.531988263130188,-0.03842630237340927,7168,28,28
140,moe-riemannian,8,1,0.6601604223251343,0.5288518667221069,0.5243861079216003,-0.034868791699409485,7168,28,28
160,moe-riemannian,8,1,0.6570673584938049,0.5231529474258423,0.5219210386276245,-0.035513874143362045,7168,28,28
180,moe-riemannian,8,1,0.652461588382721,0.5099992752075195,0.5130409002304077,-0.039350152015686035,7168,28,28
200,moe-riemannian,8,1,0.6474567651748657,0.5046378970146179,0.508132815361023,-0.056031618267297745,7168,28,28
220,moe-riemannian,8,1,0.6443533897399902,0.49891793727874756,0.5033738017082214,-0.058632273226976395,7168,28,28
240,moe-riemannian,8,1,0.64131760597229,0.4886084198951721,0.49600619077682495,-0.06008762866258621,7168,28,28
260,moe-riemannian,8,1,0.641369104385376,0.48512065410614014,0.4940372407436371,-0.0747779831290245,7168,28,28
280,moe-riemannian,8,1,0.6386085748672485,0.4769001007080078,0.4861619472503662,-0.06570360064506531,7168,28,28
300,moe-riemannian,8,1,0.6352666616439819,0.4665483236312866,0.4763120412826538,-0.05689213424921036,7168,28,28
0,riemannian,4,2,1.2237920761108398,nan,nan,-0.041206177324056625,0,0,28
20,riemannian,4,2,1.1586376428604126,0.24113091826438904,0.18429742753505707,-0.03171449527144432,7168,28,28
40,riemannian,4,2,1.0479137897491455,0.2956709861755371,0.2676207423210144,-0.01682005263864994,7168,28,28
60,riemannian,4,2,0.942156195640564,0.3324245810508728,0.3124880790710449,-0.016625067219138145,7168,28,28
80,riemannian,4,2,0.8718209266662598,0.3438837230205536,0.3216099739074707,-0.04686790332198143,7168,28,28
100,riemannian,4,2,0.8264196515083313,0.34317439794540405,0.32003021240234375,-0.04205895960330963,7168,28,28
120,riemannian,4,2,0.7902427911758423,0.3343631327152252,0.31363439559936523,-0.03550286218523979,7168,28,28
140,riemannian,4,2,0.7664346098899841,0.32397380471229553,0.3068964183330536,-0.028236400336027145,7168,28,28
160,riemannian,4,2,0.7440796494483948,0.304384708404541,0.29578715562820435,-0.020194990560412407,7168,28,28
180,riemannian,4,2,0.7254413366317749,0.29462704062461853,0.29315054416656494,-0.006780572701245546,7168,28,28
200,riemannian,4,2,0.7102900743484497,0.28268489241600037,0.2884994447231293,0.003412317018955946,7168,28,28
220,riemannian,4,2,0.6946496963500977,0.2704584300518036,0.2831168472766876,0.004385500214993954,7168,28,28
240,riemannian,4,2,0.6833809614181519,0.25586068630218506,0.27592769265174866,-0.0018460009014233947,7168,28,28
260,riemannian,4,2,0.6688706874847412,0.24534857273101807,0.27067750692367554,0.0014524151338264346,7168,28,28
280,riemannian,4,2,0.6542938351631165,0.23324769735336304,0.2649487257003784,-0.0004077883786521852,7168,28,28
300,riemannian,4,2,0.6431992650032043,0.22295543551445007,0.2590548098087311,0.006743662524968386,7168,28,28
0,moe-riemannian,4,2,1.2237920761108398,nan,nan,-0.04018126055598259,0,0,28
20,moe-riemannian,4,2,1.0464345216751099,0.3133350908756256,0.28160977363586426,-0.013040321879088879,7168,28,28
40,moe-riemannian,4,2,0.8902493715286255,0.3450837731361389,0.3286128044128418,-0.007509816903620958,7168,28,28
60,moe-riemannian,4,2,0.8128113746643066,0.35261479020118713,0.34180083870887756,-0.025379139930009842,7168,28,28
80,moe-riemannian,4,2,0.75811767578125,0.3367511034011841,0.3331666886806488,-0.0008068446768447757,7168,28,28
100,moe-riemannian,4,2,0.7286455035209656,0.3144969940185547,0.3185359537601471,-0.0035353198181837797,7168,28,28
120,moe-riemannian,4,2,0.7044450044631958,0.29029035568237305,0.3034977912902832,-0.011333770118653774,7168,28,28
140,moe-riemannian,4,2,0.685530960559845,0.2704890966415405,0.29252028465270996,-0.014866124838590622,7168,28,28
160,moe-riemannian,4,2,0.6696652173995972,0.2390432506799698,0.27346882224082947,0.008531666360795498,7168,28,28
180,moe-riemannian,4,2,0.6565358638763428,0.22418776154518127,0.26558804512023926,0.029851488769054413,7168,28,28
200,moe-riemannian,4,2,0.6424676179885864,0.20553699135780334,0.25397980213165283,0.03415945917367935,7168,28,28
220,moe-riemannian,4,2,0.626619279384613,0.18819169700145721,0.24213451147079468,0.02909921668469906,7168,28,28
240,moe-riemannian,4,2,0.6188240051269531,0.16880148649215698,0.22784271836280823,0.03681483864784241,7168,28,28
260,moe-riemannian,4,2,0.6068921089172363,0.15560846030712128,0.2177686244249344,0.04890510067343712,7168,28,28
280,moe-riemannian,4,2,0.5943188667297363,0.14398950338363647,0.2094597965478897,0.05777771398425102,7168,28,28
300,moe-riemannian,4,2,0.5853146910667419,0.1352253258228302,0.20127564668655396,0.0632506012916565,7168,28,28
0,riemannian,8,2,1.2237920761108398,nan,nan,0.09573541581630707,0,0,28
20,riemannian,8,2,1.1917190551757812,0.32670629024505615,0.24331563711166382,0.10898270457983017,7168,28,28
40,riemannian,8,2,1.130850076675415,0.4489523470401764,0.40991875529289246,0.09116730839014053,7168,28,28
60,riemannian,8,2,1.0524777173995972,0.5516429543495178,0.5538969039916992,0.07566162198781967,7168,28,28
80,riemannian,8,2,0.9942711591720581,0.5957210659980774,0.6023191213607788,0.058294206857681274,7168,28,28
100,riemannian,8,2,0.9557918310165405,0.6167587637901306,0.6164423227310181,0.04634707421064377,7168,28,28
120,riemannian,8,2,0.9244469404220581,0.6305465698242188,0.6262066960334778,0.03473781421780586,7168,28,28
140,riemannian,8,2,0.8998599052429199,0.6347739696502686,0.6293765902519226,0.017471205443143845,7168,28,28
160,riemannian,8,2,0.882078230381012,0.6283804774284363,0.6218778491020203,0.018506363034248352,7168,28,28
180,riemannian,8,2,0.8638590574264526,0.6304702758789062,0.6248529553413391,0.012270387262105942,7168,28,28
200,riemannian,8,2,0.8493254780769348,0.6221441626548767,0.6134427189826965,0.017953604459762573,7168,28,28
220,riemannian,8,2,0.8368833661079407,0.61246657371521,0.6020738482475281,0.012941863387823105,7168,28,28
240,riemannian,8,2,0.8254380822181702,0.6034594774246216,0.5929186344146729,0.022411702200770378,7168,28,28
260,riemannian,8,2,0.813545286655426,0.593518853187561,0.5813750624656677,0.025840675458312035,7168,28,28
280,riemannian,8,2,0.8023444414138794,0.5829433798789978,0.5693638324737549,0.031213456764817238,7168,28,28
300,riemannian,8,2,0.7924506068229675,0.5684877038002014,0.5531843900680542,0.020973211154341698,7168,28,28
0,moe-riemannian,8,2,1.2237920761108398,nan,nan,0.09984330087900162,0,0,28
20,moe-riemannian,8,2,1.066259503364563,0.5406770706176758,0.5372104644775391,0.09643861651420593,7168,28,28
40,moe-riemannian,8,2,0.9434299468994141,0.61733478307724,0.6277467012405396,0.08025230467319489,7168,28,28
60,moe-riemannian,8,2,0.8853262662887573,0.638884425163269,0.6534711718559265,0.05229223147034645,7168,28,28
80,moe-riemannian,8,2,0.8498542308807373,0.6302839517593384,0.638758659362793,0.06385944783687592,7168,28,28
100,moe-riemannian,8,2,0.8322640657424927,0.6106739044189453,0.6134762763977051,0.056904327124357224,7168,28,28
120,moe-riemannian,8,2,0.8145936727523804,0.6004312634468079,0.5974399447441101,0.0599939227104187,7168,28,28
140,moe-riemannian,8,2,0.8044446706771851,0.5877989530563354,0.58406001329422,0.04307597130537033,7168,28,28
160,moe-riemannian,8,2,0.7971349954605103,0.5710787177085876,0.5686047673225403,0.0699830874800682,7168,28,28
180,moe-riemannian,8,2,0.7913862466812134,0.5727238059043884,0.5714483261108398,0.06560899317264557,7168,28,28
200,moe-riemannian,8,2,0.7843858599662781,0.5596285462379456,0.5558847188949585,0.06595833599567413,7168,28,28
220,moe-riemannian,8,2,0.7787432074546814,0.5469545125961304,0.543609619140625,0.041940513998270035,7168,28,28
240,moe-riemannian,8,2,0.7753613591194153,0.5411157011985779,0.5387428998947144,0.04838201031088829,7168,28,28
260,moe-riemannian,8,2,0.7678709030151367,0.5309785604476929,0.5291702151298523,0.04545881971716881,7168,28,28
280,moe-riemannian,8,2,0.7606277465820312,0.5207864046096802,0.5190101861953735,0.039571311324834824,7168,28,28
300,moe-riemannian,8,2,0.7547582387924194,0.503300666809082,0.5019526481628418,0.021373318508267403,7168,28,28
0,riemannian,4,3,1.2568113803863525,nan,nan,-0.006831871811300516,0,0,28
20,riemannian,4,3,1.1933259963989258,0.31509339809417725,0.2430967092514038,-0.031036820262670517,7168,28,28
40,riemannian,4,3,1.070122480392456,0.4455903172492981,0.39150503277778625,-0.05381765961647034,7168,28,28
60,riemannian,4,3,0.9855911731719971,0.46504172682762146,0.427094042301178,-0.05779174715280533,7168,28,28
80,riemannian,4,3,0.93880695104599,0.4708615243434906,0.43570250272750854,-0.052303116768598557,7168,28,28
100,riemannian,4,3,0.9046709537506104,0.46298861503601074,0.4321815073490143,-0.04455762356519699,7168,28,28
120,riemannian,4,3,0.8724718689918518,0.44808512926101685,0.4227093458175659,-0.028160670772194862,7168,28,28
140,riemannian,4,3,0.8497787117958069,0.42865100502967834,0.40741512179374695,-0.02367446757853031,7168,28,28
160,riemannian,4,3,0.8311179280281067,0.4084598422050476,0.390964537858963,-0.012879048474133015,7168,28,28
180,riemannian,4,3,0.8177464604377747,0.39423868060112,0.380917489528656,-0.011178907006978989,7168,28,28
200,riemannian,4,3,0.8061704635620117,0.37393420934677124,0.36678022146224976,-0.007633507717400789,7168,28,28
220,riemannian,4,3,0.7938387989997864,0.3597825765609741,0.35374146699905396,-0.01073125097900629,7168,28,28
240,riemannian,4,3,0.7802169322967529,0.34428417682647705,0.3415347635746002,-0.007023198530077934,7168,28,28
260,riemannian,4,3,0.7725443243980408,0.3310418128967285,0.33113765716552734,-0.013582711108028889,7168,28,28
280,riemannian,4,3,0.7616472244262695,0.31736674904823303,0.3192383646965027,-0.02753426879644394,7168,28,28
300,riemannian,4,3,0.7539481520652771,0.3033795952796936,0.3096940219402313,-0.024265747517347336,7168,28,28
0,moe-riemannian,4,3,1.2568113803863525,nan,nan,-0.006109212525188923,0,0,28
20,moe-riemannian,4,3,1.0817863941192627,0.449472039937973,0.3858591616153717,-0.04647929593920708,7168,28,28
40,moe-riemannian,4,3,0.9393803477287292,0.5026155710220337,0.46999770402908325,-0.053785450756549835,7168,28,28
60,moe-riemannian,4,3,0.8849379420280457,0.46747007966041565,0.44914230704307556,-0.018068505451083183,7168,28,28
80,moe-riemannian,4,3,0.8549517393112183,0.4389297068119049,0.42592182755470276,-0.011896525509655476,7168,28,28
100,moe-riemannian,4,3,0.8278040885925293,0.411598801612854,0.40526261925697327,0.005980147048830986,7168,28,28
120,moe-riemannian,4,3,0.7987129092216492,0.38169848918914795,0.38268977403640747,0.013615638948976994,7168,28,28
140,moe-riemannian,4,3,0.7749449610710144,0.3532964885234833,0.3605099022388458,0.01423349417746067,7168,28,28
160,moe-riemannian,4,3,0.7561311721801758,0.32699090242385864,0.33938512206077576,0.01636425219476223,7168,28,28
180,moe-riemannian,4,3,0.7438503503799438,0.31183430552482605,0.32863351702690125,-0.0028808671049773693,7168,28,28
200,moe-riemannian,4,3,0.7306047677993774,0.2892394959926605,0.31339189410209656,-0.004762875381857157,7168,28,28
220,moe-riemannian,4,3,0.7163172960281372,0.2742389142513275,0.2993452250957489,-0.0030861073173582554,7168,28,28
240,moe-riemannian,4,3,0.7052626609802246,0.25697168707847595,0.28723180294036865,-0.009827163070440292,7168,28,28
260,moe-riemannian,4,3,0.6946460008621216,0.24191029369831085,0.27594226598739624,-0.014186032116413116,7168,28,28
280,moe-riemannian,4,3,0.6852550506591797,0.22789962589740753,0.26294487714767456,-0.018880827352404594,7168,28,28
300,moe-riemannian,4,3,0.6769213676452637,0.21429388225078583,0.25306206941604614,-0.02152690477669239,7168,28,28
0,riemannian,8,3,1.2568113803863525,nan,nan,-0.011225981637835503,0,0,28
20,riemannian,8,3,1.2200007438659668,0.4027763307094574,0.30592185258865356,-0.03681092709302902,7168,28,28
40,riemannian,8,3,1.1361145973205566,0.6153887510299683,0.5397202372550964,-0.06002093479037285,7168,28,28
60,riemannian,8,3,1.061744213104248,0.6890236735343933,0.6395596861839294,-0.06385765969753265,7168,28,28
80,riemannian,8,3,1.016369342803955,0.7228989005088806,0.6778382062911987,-0.06168237328529358,7168,28,28
100,riemannian,8,3,0.9849226474761963,0.7331452965736389,0.6952579617500305,-0.05569899454712868,7168,28,28
120,riemannian,8,3,0.9578681588172913,0.7378591895103455,0.7046993970870972,-0.045805636793375015,7168,28,28
140,riemannian,8,3,0.939784049987793,0.7346068620681763,0.7040451765060425,-0.031040916219353676,7168,28,28
160,riemannian,8,3,0.9273535013198853,0.7240349650382996,0.696736216545105,-0.025979187339544296,7168,28,28
180,riemannian,8,3,0.9158850908279419,0.7179774045944214,0.6916072368621826,-0.014608354307711124,7168,28,28
200,riemannian,8,3,0.9064856767654419,0.7046188712120056,0.6811161637306213,-0.010412654839456081,7168,28,28
220,riemannian,8,3,0.8986694812774658,0.6952749490737915,0.6712650656700134,-0.006085817702114582,7168,28,28
240,riemannian,8,3,0.8911247253417969,0.6840221881866455,0.6610201597213745,-0.0022442853078246117,7168,28,28
260,riemannian,8,3,0.8847798109054565,0.6712625026702881,0.6496900916099548,0.005702679045498371,7168,28,28
280,riemannian,8,3,0.880500853061676,0.6612310409545898,0.6366144418716431,0.0015310837188735604,7168,28,28
300,riemannian,8,3,0.8762689232826233,0.6499319076538086,0.6273133754730225,0.004810665734112263,7168,28,28
0,moe-riemannian,8,3,1.2568113803863525,nan,nan,-0.009726593270897865,0,0,28
20,moe-riemannian,8,3,1.0789391994476318,0.6905794739723206,0.61834716796875,-0.07055776566267014,7168,28,28
40,moe-riemannian,8,3,0.9649374485015869,0.7587239742279053,0.7260245084762573,-0.05132972076535225,7168,28,28
60,moe-riemannian,8,3,0.9269694685935974,0.7352502346038818,0.7163840532302856,-0.007572252303361893,7168,28,28
80,moe-riemannian,8,3,0.9115676283836365,0.7130032181739807,0.6909649968147278,-0.007417347282171249,7168,28,28
100,moe-riemannian,8,3,0.8976238965988159,0.6876924633979797,0.666693389415741,-0.0006341647240333259,7168,28,28
120,moe-riemannian,8,3,0.8811103105545044,0.6654209494590759,0.6452409625053406,-0.009017681702971458,7168,28,28
140,moe-riemannian,8,3,0.8698307871818542,0.6476068496704102,0.6248214840888977,-0.002457208000123501,7168,28,28
160,moe-riemannian,8,3,0.8609409928321838,0.6208938360214233,0.5979042053222656,-0.018535364419221878,7168,28,28
180,moe-riemannian,8,3,0.8542072772979736,0.6088942289352417,0.5854715704917908,-0.004347747191786766,7168,28,28
200,moe-riemannian,8,3,0.8482409715652466,0.5891902446746826,0.5680186748504639,-0.005609390325844288,7168,28,28
